,TF-IDF
into,26.79736819516883
little,24.79624371559933
no,23.915975236493562
away,19.483403920341015
cried,17.15491225714625
king,17.089542670516337
how,15.725721507668089
back,14.98936997872303
man,14.766446798554576
way,13.955388668087036
before,13.540319483129407
time,13.34634552190334
water,13.30776675426825
frightened,13.267595285527719
door,13.083931161839791
wife,12.991755258158717
himself,12.969127495972995
oh,12.940157068178378
about,12.72819704297516
upon,12.668283342329637
still,12.493745245471587
old,12.39510072327534
their,12.234636256301291
after,11.966945222845677
ran,11.81001153066364
however,11.779449396476116
let,11.711875217454654
looked,11.662241276229313
like,11.262995692097425
only,11.209405783582556
quite,11.118668681451133
head,11.10815662317813
well,11.096845416722639
day,11.08146195159345
great,10.985943288868423
heard,10.967873217028968
much,10.654639934645948
night,10.644621668568721
poor,10.495693442675197
home,10.474383159432168
some,10.463647492635692
long,10.366007833388231
fell,10.274658471339835
woman,10.001030796031667
good,9.991832585490675
last,9.97733230670323
more,9.926541979875669
house,9.915927274404199
off,9.908051513154334
fast,9.729578680319058
through,9.67271270864893
yes,9.437093279295278
never,9.303015542779235
first,9.285316599016939
mother,9.252510570057591
forest,9.212072430267877
sat,9.156244886693326
lay,9.115918845408434
nothing,9.05081360100792
fire,8.778240206600492
soon,8.738121833676887
run,8.63162072706811
stood,8.466626629156572
answered,8.41303482684346
morning,8.373714190678346
once,8.335770799034217
ah,8.229301674941667
yet,8.220317363028087
other,8.204849412905219
fear,8.202494706663805
two,8.114290728331708
bed,8.111715633033382
father,8.062766890818581
began,8.00503862187841
boy,7.931625649503655
afraid,7.8640354525870455
dear,7.649397095900049
round,7.618709392743445
beautiful,7.616366243118067
set,7.602065077609343
eyes,7.549081771678844
put,7.541662246793998
going,7.490744525317226
better,7.474430134971342
eat,7.443060347089859
such,7.360534698372657
large,7.198135088778219
next,7.187858947737737
peter,7.142266387486204
dead,7.121962907272889
behind,7.082034308613301
tree,7.073506479460106
children,7.020666405839096
room,7.019004199128852
something,6.984052895733494
till,6.94160727535249
heart,6.871518756076317
wanted,6.71483050689042
ground,6.644902761225596
any,6.621129088933405
bird,6.611222294874859
open,6.5831964118171316
hand,6.569840512011499
happened,6.566884217074722
herself,6.518586793031723
thing,6.43088637774196
turned,6.420703769789923
wood,6.419629893167213
left,6.285884167726457
death,6.250696916270228
castle,6.123853902906123
peasant,6.10740947585211
these,6.082006056818816
whole,6.054830787227777
every,6.0030166905739
girl,5.975663447681305
leave,5.957460804314012
three,5.956307136867417
called,5.948721734954879
look,5.938447157467646
soldier,5.9107452121735
child,5.8965727478975545
became,5.89279995179731
replied,5.759928827837332
people,5.748818464915289
fox,5.6890200885584425
red,5.663573512825945
terrible,5.6049593122455885
son,5.593163267153671
most,5.55256213940842
together,5.538177672503674
wild,5.533053851233625
evening,5.523320808037756
looking,5.517607484476861
cook,5.4652976268496785
servant,5.441646517217295
black,5.439847565844192
grandmother,5.4299759838610715
coming,5.428797035382632
golden,5.403919466631958
lost,5.4030455053716135
carried,5.391516631952336
young,5.3820225717485135
half,5.3336609596698645
sent,5.32168262322673
life,5.315498323161318
right,5.306247793308692
storm,5.305886443730843
sitting,5.243055379729413
tom,5.242848074413885
gretel,5.2279355018309595
flew,5.215752734986388
sun,5.210038449323579
hansel,5.181082284656846
dark,5.178322611939703
help,5.1715390221266615
sea,5.079141469917524
princess,5.046380806107992
wolf,4.973439248377159
things,4.966585381559823
kill,4.961477731372691
lying,4.949883890570083
dreadful,4.8932344142548185
passed,4.855681548848097
bread,4.8480969275013965
sure,4.838043354194832
husband,4.829517378236364
daughter,4.811516677834825
money,4.804596782658551
full,4.78795819511938
dream,4.7647410854015435
seven,4.755361962219372
another,4.723312891014877
light,4.7225783582868015
gold,4.6963196241877085
second,4.685645083291211
alone,4.629386646643485
bring,4.623760125509403
even,4.59433443953036
terrified,4.58677350509377
sister,4.560829936053677
quickly,4.55965545412745
keep,4.551356168209995
straight,4.537824694631235
benjamin,4.531041033506854
sprang,4.514634676768007
led,4.472836254398052
big,4.46070362232301
alarmed,4.452053601801987
air,4.448478530211635
church,4.438912349366855
become,4.438330922570625
fisherman,4.434428118845692
window,4.427368258035046
nor,4.427351810161578
many,4.426800462623969
don,4.418966577325629
queen,4.400954718960288
opened,4.365923305487156
both,4.362813171101532
pray,4.35044703214374
world,4.33064756848947
standing,4.324334560395379
kitchen,4.3156668156718325
until,4.315139344532469
begged,4.311854045016594
cat,4.30673102691227
shudder,4.3034185667401905
place,4.299072955506131
fall,4.283721174268746
hair,4.268015231141133
wish,4.257451964141348
towards,4.243381420416059
each,4.2400190458102855
hans,4.238088323315785
piece,4.227453277215649
pig,4.2202033452339345
rest,4.2174136188454385
own,4.211842487602931
sleep,4.208112571765795
cut,4.194823557036123
walked,4.180502346732688
brought,4.175213617523014
stone,4.166681334565192
youth,4.133105306225876
ribby,4.129241715165849
fright,4.128460974210022
white,4.085445928450489
everything,4.080510860734561
certainly,4.074277118647461
blood,4.067707830258081
those,4.058424298205549
horse,4.025659632763618
already,4.0213971838224305
miller,4.018456421194781
cannot,4.018238363839259
mind,4.013859426780269
grave,3.999865142268729
cap,3.9975869188070168
heavy,3.965284921225374
near,3.9535689416813065
side,3.947844115638276
along,3.937435320401495
snowdrop,3.927354471508439
dog,3.8984231979161077
face,3.888358289608917
seemed,3.8826226417848018
glass,3.881767748927941
speak,3.866912310712309
wicked,3.8620337116935737
hole,3.8568208863109668
twelve,3.8483130155781184
third,3.845892675235334
indeed,3.830932957536503
dreadfully,3.8289643246172096
thoughts,3.825044853405701
hid,3.8169216287472567
words,3.8115918266382662
themselves,3.802772052410184
garden,3.801945777811857
bad,3.798468432430201
emperor,3.7942433008420107
wind,3.7929928923966467
hear,3.785410896747703
seized,3.782746187748744
ever,3.757824492291429
heaven,3.7482622696035577
cock,3.7376528660624038
alas,3.7291960448370887
scarcely,3.7072243675809675
neither,3.699681531088365
wait,3.678242070541871
pieces,3.6634931175858854
inside,3.6525406908314086
threw,3.649193055359376
fundevogel,3.6442087349978656
shepherd,3.632692877602118
myself,3.613500172432523
shut,3.606990730651578
barrel,3.6021343956722847
hands,3.5809759938435546
perhaps,3.5794403050328016
trouble,3.561087198078285
shoes,3.5583139966026174
huntsmen,3.5432614227841936
tailor,3.5347057227498215
trembled,3.533588193223516
throw,3.5218939947879213
thee,3.5208167668939665
thou,3.520287721130121
its,3.512048026435379
maiden,3.49896530804028
feet,3.4979948421630103
bound,3.496622872469501
drink,3.4890058038172014
step,3.467295049556354
cry,3.4653962172484363
awoke,3.462042313462697
without,3.46042861983914
voice,3.4438067823752503
presently,3.430905480027842
pretty,3.4098237332323076
parson,3.408083329070848
anything,3.404454505520043
end,3.397416824702377
lady,3.3748591430143433
land,3.3730605596583856
order,3.3635200960820493
rolled,3.3599629639087034
laid,3.3453166428303747
finger,3.344264205119348
jumped,3.3413820465704003
witch,3.3372673617182964
within,3.3253142317607987
lina,3.321364315778067
always,3.319588674369212
cousin,3.3083068573437826
blue,3.2980114282566886
running,3.2886960209951703
happen,3.2882153970478964
bride,3.284211671219274
want,3.2706051047081295
terror,3.229239339229585
cold,3.2169114214858685
kitten,3.1866843386238926
asleep,3.178332703251399
far,3.1756698616741454
noise,3.168307887177616
strange,3.165308189339513
duchess,3.144579351232893
sexton,3.14331482574005
stretched,3.1374744096669214
thus,3.1296921935514477
kind,3.120935040120158
mouse,3.106802440917716
held,3.096116054766807
close,3.0909807375800202
small,3.0901698223001333
brothers,3.077771352969494
easy,3.0648590375595526
brother,3.058565011176393
early,3.0471377869638494
huntsman,3.045994372091257
beneath,3.0434705184996336
youngest,3.0411886675551605
therefore,3.0401928286895727
across,3.0390468099696264
table,3.01677130780267
work,3.0143837700518765
knocked,2.9962153679789787
though,2.9959337854516344
dig,2.995418428402317
mcgregor,2.993433394574871
escape,2.9765559170554536
sit,2.9760269052064787
ears,2.9416615663971473
terribly,2.937331823439225
top,2.935519825286114
dummling,2.93236338471111
hold,2.9212754648400603
fish,2.9171409149234355
move,2.9005947357030006
doctor,2.9001359521913916
drew,2.899509934904788
pigling,2.8856860868190766
against,2.8843995327490073
met,2.8780895131402437
struck,2.876998831084741
rushed,2.8762389858871975
pulled,2.8673514668989224
enough,2.865152102735304
short,2.8629142108559646
our,2.8594176736569454
pocket,2.8561124388255865
cow,2.85514996412483
fetch,2.8501341601883916
obliged,2.8496867098140477
ate,2.8421637135829583
darling,2.831507388652085
tired,2.818641823523742
really,2.8183408875606513
hurt,2.8051302430195846
foot,2.8016906645045663
around,2.7964240128713826
wig,2.789791179200982
oven,2.7874659652407856
uneasy,2.7833825086364423
wants,2.781824915021037
sounded,2.774227669639326
stopped,2.7728126929407853
anne,2.7727127299289807
lisbeth,2.7727127299289807
men,2.762025425131498
moment,2.755879683048395
others,2.7507996499330947
crept,2.744441426933134
swallowed,2.73162359512955
trembling,2.730573952534554
show,2.7266704773231543
basket,2.7171605442969273
someone,2.708978504636833
loud,2.7037450290616887
four,2.7030890716984106
yourself,2.698101131769772
same,2.6973736532559283
peas,2.6971905553331905
jorindel,2.6948882410480635
flowers,2.691070244050108
forced,2.689888599465852
dare,2.686941263123305
mercy,2.67320491796906
whose,2.6726809712173214
rabbits,2.658782497465738
save,2.6555107966571487
among,2.65351831616097
draw,2.646851289735561
giants,2.6368654037584602
mayor,2.632673187062169
forth,2.627980783799335
field,2.6234340293393843
lord,2.6199399383602517
warm,2.6193316614993956
climbed,2.615950211410082
earth,2.607590145454432
carry,2.5871410492503415
stay,2.5833696590171162
scream,2.5817083753567824
fine,2.5716282698017747
river,2.570190534084556
apple,2.569675971834157
die,2.558085770294976
pick,2.546092732503326
anxious,2.54317796631114
wall,2.543001522655872
knife,2.542962842667894
dwarf,2.540822430918433
pale,2.537621678501826
spot,2.5345583869903727
master,2.5327039916231415
claus,2.5323528242680835
tail,2.5264305468767696
rabbit,2.5192204423735336
sight,2.4888937727680953
clock,2.474948477252157
followed,2.4741038636604804
live,2.4702232892544007
mouth,2.4614034547223214
answer,2.456454097962566
matter,2.4459357541261135
play,2.444887005352677
walk,2.4435661618637843
birds,2.441677403022541
hundred,2.4396240132211737
coal,2.4365132337723345
bear,2.434844578511651
wished,2.4313715800730216
dared,2.4192003855973403
listen,2.416609264458686
onions,2.4124918565741322
anyone,2.407946327921726
kingdom,2.4069502486642533
rose,2.3922683493796066
often,2.388454630037097
killed,2.3883500260722865
fat,2.386649506837312
lie,2.3825884991981305
seek,2.382342825005941
turn,2.3792537426489164
loudly,2.376073599020219
new,2.375711118195851
thieves,2.375286156850442
jorinda,2.375000259395218
duck,2.3678893679721913
remained,2.3675608754275412
length,2.363218740573354
quietly,2.349469183744464
glad,2.347483983568543
heads,2.342098183479315
kept,2.340863904568767
singing,2.3400721839097725
vain,2.3346637989849195
whether,2.330554890097104
moon,2.326681565440177
axe,2.322078029104705
salad,2.3201894185151155
legs,2.318763330222333
front,2.316135188613686
body,2.30575104968322
word,2.286368328324429
ass,2.284342018380363
almost,2.279468576095423
distance,2.275682101531924
willow,2.273312540905026
rode,2.270640257370857
watch,2.26635608589478
robbers,2.2637720941192594
court,2.261452199611698
crying,2.250840889577415
ill,2.2473801528292157
saying,2.231257923917349
branches,2.2245971909844644
lived,2.2224770681307913
itself,2.218377288433194
hanged,2.2156125785564647
elsie,2.214858022906701
manikin,2.2126452159465257
counsel,2.208043060828224
either,2.206116903581193
none,2.2058195625848787
haste,2.198410726454174
straw,2.1981687770707095
stupid,2.1916073080947984
mountain,2.1915821906254385
soldiers,2.1851095095943704
care,2.1793143981503453
floor,2.1734183186746314
suddenly,2.1725134961912143
understand,2.1691490381745937
placed,2.1620311125104408
hurried,2.160868676470007
flames,2.1539586472674883
country,2.151771236321679
hide,2.1447589186626947
ravens,2.140564832963626
forgotten,2.1366482062913463
grew,2.1328453110428485
pope,2.128782868964392
arm,2.1225038985819733
learn,2.1196129089652627
cloth,2.1172526054345804
butter,2.113821653673404
knowing,2.111824757043288
ordered,2.1094700130995983
angel,2.089185122277352
tower,2.0844724806968116
wine,2.079691562365896
waited,2.0763014093835057
guest,2.075792608803901
arose,2.074721514427577
village,2.072781216290666
caught,2.0714575133241477
prince,2.0708639763208154
whom,2.067006590185515
hanging,2.0668845585877964
thinking,2.0634195976226595
cottage,2.063070809309247
beard,2.0564690250017597
underneath,2.04748290679712
evil,2.0397334359280737
tomorrow,2.0364626728986295
town,2.0360729480445623
free,2.031520070482021
slipped,2.027339612252262
chanticleer,2.0251213114350373
outside,2.017162839158521
hay,2.0154705989123194
sack,2.006368155370435
harm,2.0047781948153918
music,2.001562911619264
friend,1.9959716083449022
shelter,1.9901901339267478
trees,1.986525899899762
beside,1.9863142117019597
astonished,1.9850589272973553
remembered,1.9808634861176808
hat,1.978142226527679
steps,1.9779706011981197
bushes,1.9754308581539903
horror,1.968009521869814
fairy,1.9585227411352146
meadow,1.9568976784616305
sorry,1.9375851429365207
dropped,1.9369686525703962
bellissima,1.9366665179428821
stepped,1.9352154203947791
roland,1.9345120767441764
dressed,1.9335754691272071
dress,1.928592084124439
thither,1.923920446976163
rain,1.919978356059779
doubt,1.917410330052475
hearing,1.9163176567374922
hung,1.914227326699793
stop,1.9139362252574994
flower,1.9116017800295673
raven,1.908335928870833
stuck,1.9075402917614357
safe,1.9060193328798887
edge,1.9049867386826342
sound,1.9036223078545809
cask,1.9010648439879008
strength,1.8931017537467767
empty,1.8882631886168504
bailiff,1.8869004691733315
cloud,1.8828899703273871
rather,1.879397577522938
hurry,1.8759783754241501
few,1.8685349425249291
dish,1.8677530776293128
send,1.8661628362961031
god,1.8601354290645131
sausage,1.859151290464713
pity,1.8591410567012727
waves,1.8587768108145017
fate,1.8540976882778264
iron,1.8502370002228536
above,1.840809785235152
rat,1.840380079949525
stairs,1.8335702959120759
dwarfs,1.8310681196266654
shoot,1.8270675741756865
longer,1.8250061576148107
baa,1.8236836572648514
tear,1.8231559516432774
smoke,1.8184898752454406
nobody,1.8121695866993748
chest,1.8112269228836793
hope,1.8052460840947866
carefully,1.8031158665424978
dancing,1.8014433109478385
screaming,1.7983763703284832
wishing,1.7953544010069993
break,1.7894838122117909
marry,1.7839219007677998
best,1.7833644949424847
buttons,1.7801094002964082
fly,1.7775376171137895
lion,1.776237599781802
jemima,1.771715040501644
stolen,1.7662905005184637
shake,1.7641768434881722
tabitha,1.7605670004538578
difficult,1.754864120422037
please,1.7525881715129985
true,1.7521557652805422
shoe,1.7517897212731475
calf,1.7485706192121306
food,1.748124532409468
leaves,1.7460326188722084
pond,1.7456792814449753
giant,1.7452014077895774
hidden,1.7399981567568776
jacket,1.737506557070871
years,1.7341042770925639
reached,1.734020660221279
nice,1.7301748305227482
hot,1.7271384046569462
search,1.723168488237941
lonely,1.716472728180423
burnt,1.715055498020889
shore,1.7128644972361693
tod,1.7119920511589963
ball,1.7105456985964598
condition,1.709143197334957
started,1.7071396879933662
grete,1.7064773663441883
wheels,1.7013686138518267
sudden,1.697046486572659
observed,1.6965043544740641
nut,1.6948482948352206
ll,1.6930709091049767
chimney,1.6909789998232372
smell,1.6904774469652846
fared,1.6875747405129227
deep,1.6847746537012362
least,1.6825771447245241
summoned,1.680704145432206
hunger,1.6782700835512891
hang,1.6774342979840933
venture,1.6773195957295826
crowed,1.6741584074066989
pot,1.6719977737164464
pleased,1.666731692249538
dug,1.666647246858774
corner,1.6624493155334186
yellow,1.6597021919696529
jeremy,1.6592006308580765
comforted,1.6498902801927877
grown,1.6441510313139047
hard,1.6434255393764035
road,1.6391208881527168
alive,1.6358600486036448
dogs,1.634583947254816
able,1.6309698068040133
grows,1.6296104392302806
picked,1.6290150334593834
bland,1.628162080727563
looks,1.6217067482490652
times,1.6208536542908276
shoulders,1.6181626451982016
name,1.6088935569446106
intended,1.6062743514686226
lighted,1.5953692893249944
angry,1.594257699197037
pickles,1.593070630689625
high,1.5876211821566335
path,1.5852216747215142
journey,1.58261762682258
girls,1.5808331370057074
peace,1.5737421459324588
power,1.5729306445316462
farther,1.5707001366204612
caused,1.568565781048119
sleeping,1.566607939738682
drop,1.5659422213374072
roof,1.5638668091367862
frederick,1.5618126703633874
likewise,1.559698685482504
past,1.5586590409807184
liked,1.5570147448388527
cooked,1.5564282997105314
sparrow,1.5499080430635606
sin,1.5447394278405873
hastened,1.5386083443001395
fields,1.5346361964298922
human,1.5334187336590615
bones,1.53164733705314
risen,1.5262679589075459
stove,1.5237378622442845
toad,1.523264431459124
faster,1.5222033655129816
drove,1.5207044859325078
having,1.5188083901888327
peeped,1.5175201422083575
beer,1.5099215209268115
ice,1.5084689450187618
dragged,1.5079501680365017
puddle,1.507282606744101
stones,1.507115041553679
middle,1.506458139803764
unable,1.5062996186912871
anxiously,1.5054469235780918
broken,1.505184728426456
filled,1.5051288200641415
sore,1.504668874461264
upstairs,1.500195538799069
stand,1.5001031507253875
yard,1.497269088606399
maid,1.4943489803143575
laugh,1.4941184752535739
love,1.4935585978087433
fifth,1.4934784874449112
churchyard,1.4879898057681322
strike,1.4858276867972788
sky,1.484775450736335
dry,1.4767927525638942
making,1.4716947384810533
listening,1.467916873729195
manner,1.4673942097878818
wake,1.4605447134757636
changed,1.4602880152327191
fled,1.4599494671198652
died,1.4550499536744534
pillow,1.4544599180563638
fingers,1.450101342681159
pie,1.449987439088664
wand,1.4486626915522345
tears,1.4466240860698896
sweep,1.4448499048940195
closet,1.4415673577883
during,1.4414337459953948
danced,1.4407921957591732
spoke,1.4406319626504076
tiny,1.4384085174390948
servants,1.437731946743651
taste,1.4373286432851442
tied,1.4365237675177411
daybreak,1.4347626390381383
pop,1.4329339783192596
mist,1.430807837327588
bundle,1.4303428795720892
puzzled,1.429500505834718
bend,1.4292464777057734
frightful,1.4289815936574795
spring,1.4287554047523514
dawned,1.426161056656838
gardener,1.4257118846136483
worse,1.425279437065734
cellar,1.4238502262323973
several,1.4203162112947676
stir,1.4183822418193885
animals,1.417288507801873
hours,1.4163974256436356
gate,1.4126788802838113
cheese,1.4113695238076343
received,1.3999479162776391
clever,1.3997407160629203
clothes,1.3993987469563889
feared,1.3968678191107733
whither,1.3944136765570634
meant,1.394158448392472
boat,1.3921208163247656
offered,1.3907107066737787
bent,1.3903059960145037
leg,1.3900119190995164
supper,1.388017519666158
heavens,1.3843898098175291
otherwise,1.3832524211038777
attic,1.377520863812872
knees,1.374065172827355
born,1.372713886999707
lightning,1.3714440572330253
warmed,1.3673776068974708
canst,1.3669444231870114
milk,1.3663886460017651
sometimes,1.3615078766258288
herd,1.3602451986643054
ear,1.3586899970554847
apron,1.3558624602963119
coat,1.352637482369539
married,1.3513077468662344
ashes,1.3472895662248834
doves,1.3468144509402395
ilsabill,1.3461931821981252
deadly,1.3453731010007297
war,1.3436695897518027
begin,1.3383375213691697
burn,1.3379273159358185
daylight,1.3369422583161645
sweetheart,1.3355909711079108
storks,1.3349334694415314
bounded,1.3316438955084462
comrades,1.3292659796927433
altogether,1.3292037214603736
greatly,1.3222726838031125
saddle,1.3218432158401592
gathered,1.3212181815453534
boys,1.3205790335149314
ow,1.3178469937271475
screamed,1.316235915676557
hens,1.3150142713528719
concealed,1.3144812698670414
follow,1.311263352611991
board,1.3104802118253005
weep,1.3103826475044442
whispered,1.3059829241089047
rushes,1.3059051930218915
bells,1.3045643310860109
battle,1.3036033056435026
office,1.3032512369836964
baked,1.302937076796424
seeking,1.3026799307523527
hill,1.3018244173200113
fiddler,1.300360240625849
cake,1.300008474353896
dearest,1.2991388569117805
amongst,1.2967286945158771
sword,1.2950562195116415
rats,1.2937244719494636
beast,1.292148572937666
spectre,1.2921354952612027
willingly,1.2917800356853293
handsome,1.2899829075275138
possible,1.2885828898488976
fir,1.2873020341396044
case,1.2861419019613258
skin,1.284735915292116
pipe,1.284312674987278
christina,1.2837151485786964
art,1.28335889967344
green,1.2819445580552256
burning,1.281502144373793
danger,1.280222979291914
hall,1.2773351362803234
sorrowful,1.2770251577125684
sir,1.2764259297858753
woodman,1.2684196896218711
choked,1.266038719246311
silver,1.2657671542953142
watched,1.2642780792022121
sell,1.2638723102482705
judge,1.263246659400009
treasure,1.262533988697117
anybody,1.2612289231554683
paws,1.2605313681811752
mice,1.260517210522587
bank,1.260153456096061
afterwards,1.2591501280304043
believed,1.2587619098548108
fare,1.2583430703152667
beg,1.25801332601768
promise,1.2579329030099928
immediately,1.2546225353644682
flying,1.2538244442266409
elf,1.2519221001103045
palace,1.2485004826775166
song,1.2473012008178948
seem,1.2472307259449515
hunting,1.2460837417454518
overtook,1.2448312011618323
chamber,1.2440902283585362
consented,1.2424441247119242
ought,1.2424377897388712
throat,1.2417732993018153
rolling,1.2399550195014954
days,1.2384379204495266
thats,1.2374219193715583
lies,1.2366874844802462
roll,1.2364908544427302
comrade,1.2353795474419091
aid,1.2330418484607455
happy,1.2320082830750163
grey,1.231758654751844
misfortune,1.2306848087770086
meantime,1.2293347868947468
declared,1.2290245401751265
eldest,1.2286273684469848
